text_id,file_path,student_gender,year_of_birth,first_language,education,paper_discipline,student_id,student_level,date,module_title,module_code,paper_type,discipline,disciplinary_group,grade,number_of_authors,number_of_words,number_of_s_units,number_of_p,number_of_tables,number_of_figures,number_of_block_quotes,number_of_formulae,number_of_lists,number_of_paragraphs_formatted_like_lists,abstract_present,average_words_per_s_unit,average_s_units_per_p,macrotype_of_assignment
6126c,data/text_data/bawe_body/6126c.txt,F,1986,English,UKa,Applied English Language Studies,6126,1,2006-03,Introduction to Applied English Language Studies,LS1IA,Essay + Critique,Linguistics,AH,M,1,1429,62,12,0,0,0,0,0,0,no abstract,23,5.2,complex but non-compound assignment (see notesStmt for details)
6129g,data/text_data/bawe_body/6129g.txt,M,1986,English,UKa,Physics and Meteorology Bsc,6129,2,2005-10,Numerical methods for environmental science,MT24C,Design specification,Meteorology,PS,M,1,1285,59,22,0,5,0,11,0,0,no abstract,21.8,2.7,simple assignment
6130e,data/text_data/bawe_body/6130e.txt,F,1983,English,UKa,MA Archaeology,6130,4,2006-05,Early complex societies in the Mediterranean,ARMO14C,Essay,Archaeology,AH,M,1,4699,136,27,1,8,1,0,0,0,no abstract,34.6,5,simple assignment
6131s,data/text_data/bawe_body/6131s.txt,F,1985,Japanese,OSa,Bsc Rural Environmental Sciences,6131,3,2006-07,Dissertation,AP3A81,Literature survey,Agriculture,LS,D,1,2427,95,22,0,0,0,0,0,0,no abstract,25.5,4.3,simple assignment
6132d,data/text_data/bawe_body/6132d.txt,F,1985,English,UKa,Natural Sciences BSc,6132,1,2006-03,Communicating Scientific Ideas,NA11A,Essay,Physics,PS,D,1,3519,144,29,0,0,0,0,0,0,no abstract,24.4,5,simple assignment
6134a,data/text_data/bawe_body/6134a.txt,F,1987,English,UKa,Philosophy,6134,1,2005-12,Metaphysics and Religion,PP1MR,Essay,Philosophy,AH,D,1,1389,39,8,0,0,2,0,0,0,no abstract,35.6,4.9,simple assignment
6136a,data/text_data/bawe_body/6136a.txt,F,1985,English,UKa,Agricultural Business Management,6136,2,2006-01,Visits and Reports,AP2A27,Explanation,Agriculture,LS,D,1,2195,90,17,0,1,0,0,2,0,no abstract,24.4,5.3,simple assignment
6137b,data/text_data/bawe_body/6137b.txt,F,1981,English,UKa,BSc Physics,6137,3,2006-04,Physics Project,PH3003,Design specification,Physics,PS,D,1,4273,149,43,3,15,0,3,0,0,abstract present,28.7,3.5,simple assignment
6139a,data/text_data/bawe_body/6139a.txt,F,1987,English,UKa,Computational maths,6139,1,2006-12,Computer Science Roadmap,SE1SC5,Essay,Computer Science,PS,D,1,2616,82,13,0,0,0,0,2,0,no abstract,31.9,6.3,simple assignment
6141b,data/text_data/bawe_body/6141b.txt,F,1965,English,UKa,Animal Science (BSc),6141,1,2006-11,Animal Science,AP1A15,Explanation,Agriculture,LS,D,1,2135,97,40,1,3,0,0,0,11,abstract present,22,2.4,simple assignment
6143a,data/text_data/bawe_body/6143a.txt,M,1987,English,UKa,Archaeology & Ancient History,6143,1,2006-11,Primates to Pyramids: an intro to prehistoric archaeology,AR1P2,Essay,Archaeology,AH,M,1,2065,66,8,0,0,0,0,0,0,no abstract,31.3,8.3,simple assignment
6145a,data/text_data/bawe_body/6145a.txt,F,1985,English,UKa,Agricultural Business Management,6145,1,2004-10,Introduction to Livestock Production Systems,AP1A03,Explanation,Agriculture,LS,M,1,1069,40,12,0,0,4,0,1,0,no abstract,26.7,3.3,simple assignment
6146d,data/text_data/bawe_body/6146d.txt,M,1985,English,UKa,Electronic Engineering,6146,3,2005-12,"Social, Legal and Ethical Aspects of Science and Engineering",SE3Z5,Exercise,Cybernetics & Electronic Engineering,PS,M,1,1873,95,46,0,0,1,0,1,16,no abstract,19.7,2.1,simple assignment
6147c,data/text_data/bawe_body/6147c.txt,F,1987,English,UKa,biological sciences,6147,1,2006-04,Concepts and Skills,BI1S11,Explanation,Biological Sciences,LS,D,1,2030,94,34,1,0,0,0,1,16,no abstract,21.6,2.8,simple assignment
6148d,data/text_data/bawe_body/6148d.txt,F,1986,English,UKa,Classical studies,6148,1,2006-03,Greek Myth,CL1GM,Essay,Classics,AH,M,1,1400,65,8,0,0,0,0,0,0,no abstract,21.5,8.1,simple assignment
6150e,data/text_data/bawe_body/6150e.txt,F,1984,Chinese unspecified,UK1,BSC Food Science,6150,3,2006-11,Food Quality Assurance and Safety,FB3QAS,Exercise,Food Sciences,LS,D,1,1329,48,20,0,4,0,14,0,11,no abstract,27.7,2.4,complex but non-compound assignment (see notesStmt for details)
6151b,data/text_data/bawe_body/6151b.txt,F,1986,English,UKa,Classics,6151,2,2006-12,Greece and Egypt,CL2XA,Essay,Classics,AH,D,1,2328,112,32,0,0,1,0,0,0,no abstract,20.8,3.5,simple assignment
6153e,data/text_data/bawe_body/6153e.txt,F,1987,English,UKa,Bsc hons Agriculture,6153,1,2006-12,Introduction to Livestock,AP1A03,Critique,Agriculture,LS,D,1,2181,91,18,0,0,0,0,0,0,no abstract,24,5.1,simple assignment
6154d,data/text_data/bawe_body/6154d.txt,F,1986,English,UKa,Animal Science,6154,2,2006-10,Grassland Management,AP2A25,Explanation,Agriculture,LS,M,1,1519,68,13,0,3,0,0,0,0,no abstract,22.3,5.2,simple assignment
6157c,data/text_data/bawe_body/6157c.txt,F,1984,English,UKa,MSc Geoarchaeology,6157,4,2006-12,Research Resources and Skills,ARMR1D,Exercise,Archaeology,AH,D,1,1246,50,32,16,8,0,3,0,0,no abstract,24.9,1.6,complex but non-compound assignment (see notesStmt for details)
6158c,data/text_data/bawe_body/6158c.txt,M,1987,English,UKa,BSc Agriculture,6158,1,2006-12,British Agriculture in Practise,AP1A08,Explanation,Agriculture,LS,M,1,1160,36,8,1,0,0,0,0,0,no abstract,32.2,4.5,simple assignment
6159g,data/text_data/bawe_body/6159g.txt,M,1984,English,UKa,Msc Renewable Energy,6159,2,2005-01,Design and Manufacture,CE2ED2,Proposal,Engineering,PS,D,1,2046,126,40,0,6,0,0,6,9,no abstract,16.2,3.1,simple assignment
6160c,data/text_data/bawe_body/6160c.txt,M,1987,English,UKa,BSc Computer Science,6160,1,2006-11,Computer Science Roadmap,SE1SC5,Design specification,Computer Science,PS,D,1,1361,53,37,0,3,0,4,4,12,no abstract,25.7,1.4,simple assignment
6161c,data/text_data/bawe_body/6161c.txt,M,1976,English,UKa,"MSc Renewable energy, technology and sustainability",6161,4,2006-12,Sustainable Heat and Power,CEMRHP,Methodology recount,Engineering,PS,D,1,2913,142,76,5,11,0,21,0,10,no abstract,20.5,1.9,simple assignment
6163a,data/text_data/bawe_body/6163a.txt,F,1984,English,UKa,MSc Atmosphere Ocean and Climate,6163,4,2006-12,Introduction to weather systems,MTMG01,Exercise,Meteorology,PS,D,1,1383,61,12,0,0,0,3,0,0,no abstract,22.7,5.1,complex but non-compound assignment (see notesStmt for details)
6165b,data/text_data/bawe_body/6165b.txt,F,1984,English,UKa,Renewable Energy,6165,4,2006-12,Sustainable Heat and Power,CEMRHP,Methodology recount,Engineering,PS,D,1,2174,118,74,9,8,0,11,0,0,no abstract,18.4,1.6,simple assignment
6166a,data/text_data/bawe_body/6166a.txt,M,1983,Chinese Cantonese,OSa,MSc Nutrition & Foodsci,6166,4,2007-02,Research Methodology,FBMN03,Exercise,Food Sciences,LS,D,1,1228,50,15,3,0,0,1,0,0,no abstract,24.6,3.3,complex but non-compound assignment (see notesStmt for details)
6167c,data/text_data/bawe_body/6167c.txt,M,1984,Chinese unspecified,OSa,MSc Food Science,6167,4,2007-01,Food Manufacturing and the Environment,FBMFP2,Methodology recount,Food Sciences,LS,M,1,2997,106,40,10,4,0,0,8,0,no abstract,28.3,2.6,simple assignment
6168e,data/text_data/bawe_body/6168e.txt,M,1983,Thai,OSa,MSc Food Science,6168,4,2007-03,Food Processing,FBMFP2,Methodology recount,Food Sciences,LS,D,1,1817,65,13,4,1,0,0,3,0,no abstract,28,5,simple assignment
6169e,data/text_data/bawe_body/6169e.txt,M,1983,Polish,OSa,MSc Computing,6169,4,2006-12,Internet and Information Security,M84CS,Critique + Explanation + Explanation + Explanation + Design specification,Computer Science,PS,D,1,5709,267,123,2,11,0,8,14,33,no abstract,21.4,2.2,simple assignment
6170a,data/text_data/bawe_body/6170a.txt,F,1983,Polish,OSa,MSc Computing,6170,4,2006-12,Usability,M37IS,Methodology recount,Computer Science,PS,D,1,2881,85,64,1,12,0,0,21,15,abstract present,33.9,1.3,simple assignment
6171c,data/text_data/bawe_body/6171c.txt,F,1971,English,UKa,MA archaeology,6171,3,2003-11,British Society in the Age of Stonehenge,3/AR/08,Essay,Archaeology,AH,D,1,3507,118,37,0,3,0,0,0,0,no abstract,29.7,3.2,simple assignment
6172e,data/text_data/bawe_body/6172e.txt,M,1980,English,UKa,MSc Applied Meteorology,6172,4,2007-02,Boundary Layer Meteorology and Micrometeorology,MTMG49,Methodology recount,Meteorology,PS,M,1,1750,71,21,0,6,0,1,0,0,abstract present,24.6,3.4,simple assignment
6173d,data/text_data/bawe_body/6173d.txt,M,1981,Italian,OSa,Exchange student (Erasmus),6173,3,2007-04,Approaches to written discourse,LS2AWD,Essay,Linguistics,AH,D,1,2376,72,26,0,0,0,0,0,0,no abstract,33,2.8,simple assignment
6174d,data/text_data/bawe_body/6174d.txt,F,1986,English,UKa,Part 3,6174,3,2006-12,Language Pathology,PL3LPT,Essay,Linguistics,AH,M,1,2681,114,13,0,0,0,0,0,0,no abstract,23.5,8.8,simple assignment
6175a,data/text_data/bawe_body/6175a.txt,M,1973,Thai,OSa,MSc. in Cybernetics,6175,4,2007-01,Computer Controlled Feedback Systems,CY3A2,Design specification,Cybernetics & Electronic Engineering,PS,D,1,3231,145,63,2,42,0,18,0,0,no abstract,22.3,2.3,simple assignment
6176c,data/text_data/bawe_body/6176c.txt,F,1987,English,UKa,Environmental Biology,6176,1,2006-12,Plant World,PS1BA1,Explanation,Biological Sciences,LS,D,1,2693,112,28,0,12,0,0,2,0,no abstract,24,4,simple assignment
6179b,data/text_data/bawe_body/6179b.txt,M,1988,English,UKa,Ancient History,6179,1,2007-03,Greek Myths,CL1GM,Essay,Classics,AH,M,1,1749,59,9,0,0,0,0,0,0,no abstract,29.6,6.6,simple assignment
6180f,data/text_data/bawe_body/6180f.txt,M,1985,Slovak,OSa,BA Philosophy and International Relations,6180,2,2005-11,Moral Philosophy,PP2MP,Essay,Philosophy,AH,M,1,2836,125,31,0,0,0,0,2,0,no abstract,22.7,4,simple assignment
6181d,data/text_data/bawe_body/6181d.txt,M,1986,English,UKa,Animal Science,6181,3,2006-12,Dogs and Cats,AP3A84,Essay,Agriculture,LS,D,1,2469,102,11,1,2,0,0,0,0,abstract present,24.2,9.3,simple assignment
6182h,data/text_data/bawe_body/6182h.txt,F,1988,English,UKa,Archaeology/ancient history,6182,1,2006-11,Practising Archaeology: methods and approaches,AR1TS3,Critique,Archaeology,AH,D,1,2184,107,19,1,0,0,0,0,0,no abstract,20.4,5.6,simple assignment
6183a,data/text_data/bawe_body/6183a.txt,F,1986,English,UKa,Applied English Language Studies,6183,1,2006-12,English Language and Society,LS1ELS,Critique,Linguistics,AH,M,1,1488,51,21,0,0,0,0,0,0,no abstract,29.2,2.4,simple assignment
6184f,data/text_data/bawe_body/6184f.txt,M,1985,English,UKa,Rural Environmental Science,6184,3,2006-11,Principles and Practice in Biological Control,AP3A76,Critique,Agriculture,LS,D,1,2771,80,15,0,2,0,0,3,0,no abstract,34.6,5.3,simple assignment
6187b,data/text_data/bawe_body/6187b.txt,F,1988,French,UKa,Archaeology and Classical Studies,6187,1,2006-11,"Bones, Bodies and Burials: The Archaeology of Death",AR1TS2,Essay,Archaeology,AH,M,1,2066,65,31,0,0,11,0,0,0,no abstract,31.8,2.1,simple assignment
6189a,data/text_data/bawe_body/6189a.txt,F,1987,English,UKa,BAAELS,6189,1,2007-04,English Language and Society,LS1ELS,Methodology recount,Linguistics,AH,D,1,1780,77,26,0,0,0,1,1,0,no abstract,23.1,3,compound assignment consisting of 2 parts (see notesStmt for details)
6191b,data/text_data/bawe_body/6191b.txt,F,1986,English,UKa,Archaeology,6191,1,2007-03,"Bones, Bodies and Burials: the archaeology of death",AR1TS2,Essay,Archaeology,AH,M,1,1940,86,9,0,0,0,0,0,0,no abstract,22.6,9.6,simple assignment
6192b,data/text_data/bawe_body/6192b.txt,F,1987,English,UKa,Classical Studies,6192,1,2007-03,Rome in the Augustan Age,CL1CB,Essay,Classics,AH,M,1,2207,66,14,0,0,6,0,0,0,no abstract,33.4,4.7,simple assignment
6193a,data/text_data/bawe_body/6193a.txt,M,1967,Maldivian,OSa,MSc Food Technology QA,6193,4,2007-01,Food Processing,FBMFP1,Explanation,Food Sciences,LS,D,1,3830,194,60,1,0,0,0,2,19,no abstract,19.7,3.2,simple assignment
6194c,data/text_data/bawe_body/6194c.txt,M,1976,English,UKa,MSc Applied Meteorology,6194,4,2006-11,Experiencing the Weather,MTMG34,Methodology recount,Meteorology,PS,D,1,1843,83,22,1,2,0,0,0,0,no abstract,22.2,3.8,simple assignment
6195b,data/text_data/bawe_body/6195b.txt,M,1986,English,UKa,Ancient History,6195,2,2007-03,Roman Empire,CL2RE,Essay,Classics,AH,M,1,1832,57,7,0,0,0,0,0,0,no abstract,32.1,8.1,simple assignment
6196a,data/text_data/bawe_body/6196a.txt,F,1983,Greek,OSa,Meteorology,6196,1,2007-03,Introduction to Atmospheric Science,MT11A,Explanation,Meteorology,PS,M,1,1378,55,18,0,3,0,0,0,0,no abstract,25.1,3.1,simple assignment
6197f,data/text_data/bawe_body/6197f.txt,M,1984,English,UKa,Philosophy,6197,3,2007-02,Philosophy of Crime and Punishment,PP3CAP,Essay,Philosophy,AH,M,1,2017,88,14,0,0,4,0,0,0,no abstract,22.9,6.3,simple assignment
6200a,data/text_data/bawe_body/6200a.txt,M,1986,English,UKa,BSc Meteorology,6200,2,2006-11,NUMERICAL METHODS FOR ENVIRONMENTAL SCIENCES,MT24C,Methodology recount,Meteorology,PS,D,1,1752,102,47,1,5,0,11,0,0,no abstract,17.2,2.2,simple assignment
6201c,data/text_data/bawe_body/6201c.txt,F,1986,English,UKa,Classical Studies,6201,2,2007-03,Greek Drama,CL2GD,Essay,Classics,AH,M,1,3973,81,28,0,0,10,0,0,0,no abstract,49,2.9,simple assignment
6202c,data/text_data/bawe_body/6202c.txt,M,1983,Hindi,OSa,Cybernetics MSc,6202,4,2007-03,Advanced Neural Networks,CYMN2,Methodology recount,Cybernetics & Electronic Engineering,PS,M,1,1807,73,27,1,7,0,0,1,12,abstract present,24.8,2.7,simple assignment
6203d,data/text_data/bawe_body/6203d.txt,F,1986,Polish,OSa,BA Archaeology,6203,2,2006-12,Archaeological Thought,AR2T1,Essay,Archaeology,AH,M,1,2947,111,17,0,0,1,0,0,0,no abstract,26.5,6.5,simple assignment
6204b,data/text_data/bawe_body/6204b.txt,M,1981,English,UKa,ba archaeology,6204,2,2007-03,Later Prehistoric Europe,AR2P6,Essay,Archaeology,AH,M,1,2914,94,21,0,3,0,0,0,0,no abstract,31,4.5,simple assignment
6206c,data/text_data/bawe_body/6206c.txt,F,1986,English,UKa,Linguistics and Clinical Language Studies,6206,3,2007-01,Language Pathology,PL3LPT,Essay,Linguistics,AH,D,1,2553,65,22,0,0,0,2,0,0,no abstract,39.3,3,simple assignment
6208c,data/text_data/bawe_body/6208c.txt,F,1987,English,UKa,Natural Sciences Bsc,6208,1,2006-01,Introduction to Physical Chemistry,CH1P1,Methodology recount,Chemistry,PS,D,1,1141,80,54,3,0,0,17,0,6,no abstract,14.3,1.5,simple assignment
6210j,data/text_data/bawe_body/6210j.txt,F,1987,English,UKa,Mchem Chemistry with a year in Industry,6210,2,2007-01,Further Inorganic Chemistry,CH2I1,Methodology recount,Chemistry,PS,M,1,1197,51,20,1,3,0,3,0,0,no abstract,23.5,2.5,simple assignment
6211e,data/text_data/bawe_body/6211e.txt,M,1985,English,UKa,MA Classics,6211,3,2005-11,Roman Religions,CL3RL,Essay,Classics,AH,D,1,3014,108,39,0,8,14,0,2,0,no abstract,27.9,2.8,simple assignment
6212b,data/text_data/bawe_body/6212b.txt,F,1987,English,UKa,BSc Chemistry,6212,2,2007-02,Further Inorganic Chemistry,CH2A1,Methodology recount,Chemistry,PS,D,1,1376,57,21,1,2,0,4,0,0,no abstract,24.1,2.7,simple assignment
6214a,data/text_data/bawe_body/6214a.txt,M,1975,English,UKa,Bsc Horticulture,6214,3,2006-12,Principles & Practice in Biological Control,AP3A76,Critique,Agriculture,LS,D,1,2261,85,18,0,0,0,0,0,0,no abstract,26.6,4.7,simple assignment
6215c,data/text_data/bawe_body/6215c.txt,M,1963,Chinese unspecified,UK2,Botany,6215,3,2006-12,Seed Science and Technology,AP3A49,Methodology recount,Agriculture,LS,D,1,2181,84,30,3,3,0,5,0,0,no abstract,26,2.8,simple assignment
6998d,data/text_data/bawe_body/6998d.txt,F,1987,English,UKA,English,6998,2,2007-04,Seventeenth Century Literature and Culture,EN228,Essay,English,AH,M,1,2620,93,15,0,0,6,0,0,0,no abstract,28.2,6.2,simple assignment
